"id","proyecto_id","secuencia","apellidos","nombre"
"989","266","18","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"990","266","19","","MORERA  ARRIETA OLGA LIDIA"
"991","266","20","","SIBAJA JIMÉNEZ JOSE PABLO"
"992","266","21","","VINDAS SALAZAR PRISCILLA"
"993","266","22","","ACUÑA SOTO JOHNATAN JESÚS"
"994","266","23","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"995","266","24","","ROBLES BARRANTES ANDRÉS ARIEL"
"996","266","25","","BROWN YOUNG ROSALÍA"
"997","266","26","","AJOY PALMA MELINA"
"998","266","27","","SALAS DURÁN YONDER ANDREY"
"999","266","28","","VARGAS RODRÍGUEZ LUIS DIEGO"
"1000","267","1","","ROBLES BARRANTES ANDRÉS ARIEL"
"1001","267","2","","VINDAS SALAZAR PRISCILLA"
"1002","267","3","","ACUÑA SOTO JOHNATAN JESÚS"
"1003","267","4","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1004","268","1","","ROJAS SALAS MARÍA DANIELA"
"1005","268","2","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1006","268","3","","CARBALLO ARCE MARÍA MARTA"
"1007","268","4","","ALVARADO BOGANTES HORACIO"
"1008","268","5","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1009","268","6","","MORERA  ARRIETA OLGA LIDIA"
"1010","268","7","","BROWN YOUNG ROSALÍA"
"1011","268","8","","JIMÉNEZ SILES GILBERTH"
"1012","268","9","","CAMPOS CRUZ GILBERTO ARNOLDO"
"1013","268","10","","SIBAJA JIMÉNEZ JOSE PABLO"
"1014","268","11","","VARGAS RODRÍGUEZ LUIS DIEGO"
"1015","269","1","","MORALES DÍAZ MANUEL ESTEBAN"
"1016","270","1","","ROBLES BARRANTES ANDRÉS ARIEL"
"1017","270","2","","ACUÑA SOTO JOHNATAN JESÚS"
"1018","270","3","","VINDAS SALAZAR PRISCILLA"
"1019","270","4","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1020","270","5","","ALFARO MOLINA ROCIO"
"1021","270","6","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1022","271","1","","BARQUERO BARQUERO DINORAH CRISTINA"
"1023","272","1","","MORALES DÍAZ MANUEL ESTEBAN"
"1024","273","1","","BARRANTES CHACÓN ALEXANDER"
"1025","274","1","","PODER EJECUTIVO"
"1026","275","1","","CAMBRONERO AGUILUZ KATTIA"
"1027","275","2","","OBANDO BONILLA JOHANA"
"1028","276","1","","CAMBRONERO AGUILUZ KATTIA"
"1029","276","2","","OBANDO BONILLA JOHANA"
"1030","277","1","","PADILLA BONILLA MARÍA MARTA"
"1031","277","2","","ALPÍZAR LOAIZA LUZ MARY"
"1032","277","3","","GARCIA MOLINA CARLOS FELIPE"
"1033","277","4","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1034","277","5","","ROJAS GUZMÁN PEDRO"
"1035","277","6","","SIBAJA JIMÉNEZ JOSE PABLO"
"1036","277","7","","CAMBRONERO AGUILUZ KATTIA"
"1037","278","1","","ACUÑA CASTRO ADA GABRIELA"
"1038","279","1","","CASTRO MORA VANESSA DE PAUL"
"1039","280","1","","CASTRO MORA VANESSA DE PAUL"
"1040","281","1","","MÉNDEZ GAMBOA ROSAURA"
"1041","282","1","","PADILLA BONILLA MARÍA MARTA"
"1042","283","1","","PADILLA BONILLA MARÍA MARTA"
"1043","283","2","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1044","283","3","","ALPÍZAR LOAIZA LUZ MARY"
"1045","283","4","","VARGAS SERRANO DANNY"
"1046","283","5","","ROJAS GUZMÁN PEDRO"
"1047","284","1","","PODER EJECUTIVO"
"1048","285","1","","PODER EJECUTIVO"
"1049","286","1","","PODER EJECUTIVO"
"1050","287","1","","ROBLES BARRANTES ANDRÉS ARIEL"
"1051","287","2","","ACUÑA SOTO JOHNATAN JESÚS"
"1052","287","3","","ALFARO MOLINA ROCIO"
"1053","287","4","","VINDAS SALAZAR PRISCILLA"
"1054","287","5","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1055","287","6","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1056","288","1","","JIMÉNEZ SILES GILBERTH"
"1057","289","1","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1058","290","1","","SIBAJA JIMÉNEZ JOSE PABLO"
"1059","291","1","","MÉNDEZ GAMBOA ROSAURA"
"1060","291","2","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1061","291","3","","MORERA  ARRIETA OLGA LIDIA"
"1062","291","4","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1063","291","5","","PADILLA BONILLA MARÍA MARTA"
"1064","291","6","","ALPÍZAR LOAIZA LUZ MARY"
"1065","291","7","","VARGAS SERRANO DANNY"
"1066","291","8","","OBANDO BONILLA JOHANA"
"1067","291","9","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1068","291","10","","CAMBRONERO AGUILUZ KATTIA"
"1069","291","11","","DELGADO RAMÍREZ CAROLINA"
"1070","291","12","","RIVERA SOTO KATTIA"
"1071","291","13","","RUÍZ GUEVARA MONSERRAT"
"1072","291","14","","IZQUIERDO SANDÍ OSCAR"
"1073","291","15","","MOREIRA BROWN KATHERINE ANDREA"
"1074","291","16","","LARIOS TREJOS ALEJANDRA"
"1075","292","1","","HERNÁNDEZ ROJAS JOSE JOAQUÍN"
"1076","294","1","","ACUÑA SOTO JOHNATAN JESÚS"
"1077","294","2","","ROBLES BARRANTES ANDRÉS ARIEL"
"1078","294","3","","ALFARO MOLINA ROCIO"
"1079","294","4","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1080","294","5","","VINDAS SALAZAR PRISCILLA"
"1081","294","6","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"1082","294","7","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1083","294","8","","CASTRO MORA VANESSA DE PAUL"
"1084","294","9","","ROJAS MÉNDEZ SONIA"
"1085","295","1","","ALPÍZAR LOAIZA LUZ MARY"
"1086","295","2","","ROJAS MÉNDEZ SONIA"
"1087","295","3","","RIVERA SOTO KATTIA"
"1088","295","4","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1089","295","5","","LARIOS TREJOS ALEJANDRA"
"1090","295","6","","ÁLVAREZ MARÍN ANDREA"
"1091","295","7","","DELGADO RAMÍREZ CAROLINA"
"1092","295","8","","OBANDO BONILLA JOHANA"
"1093","295","9","","PADILLA BONILLA MARÍA MARTA"
"1094","295","10","","ALFARO MOLINA ROCIO"
"1095","295","11","","VINDAS SALAZAR PRISCILLA"
"1096","295","12","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1097","295","13","","CARBALLO ARCE MARÍA MARTA"
"1098","295","14","","ROJAS SALAS MARÍA DANIELA"
"1099","295","15","","RUÍZ GUEVARA MONSERRAT"
"1100","295","16","","CASTRO MORA VANESSA DE PAUL"
"1101","296","1","","OBANDO BONILLA JOHANA"
"1102","296","2","","ALFARO MOLINA ROCIO"
"1103","296","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"1104","297","1","","MÉNDEZ GAMBOA ROSAURA"
"1105","298","1","","OBANDO BONILLA JOHANA"
"1106","298","2","","NICOLÁS ALVARADO JOSE FRANCISCO"
"1107","298","3","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1108","298","4","","ACUÑA SOTO JOHNATAN JESÚS"
"1109","299","1","","ROBLES BARRANTES ANDRÉS ARIEL"
"1110","299","2","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1111","299","3","","ACUÑA SOTO JOHNATAN JESÚS"
"1112","299","4","","VINDAS SALAZAR PRISCILLA"
"1113","299","5","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1114","299","6","","ALFARO MOLINA ROCIO"
"1115","300","1","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1116","300","2","","PADILLA BONILLA MARÍA MARTA"
"1117","411","1","","BROWN YOUNG ROSALÍA"
"1118","412","1","","CAMBRONERO AGUILUZ KATTIA"
"1119","413","1","","PADILLA BONILLA MARÍA MARTA"
"1120","413","2","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1121","413","3","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1122","413","4","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1123","413","5","","ROBLES BARRANTES ANDRÉS ARIEL"
"1124","414","1","","PODER EJECUTIVO"
"1125","415","1","","PODER EJECUTIVO"
"1126","416","1","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1127","416","2","","ROBLES BARRANTES ANDRÉS ARIEL"
"1128","416","3","","MÉNDEZ GAMBOA ROSAURA"
"1129","416","4","","ALFARO MOLINA ROCIO"
"1130","416","5","","VINDAS SALAZAR PRISCILLA"
"1131","416","6","","ACUÑA SOTO JOHNATAN JESÚS"
"1132","416","7","","OBANDO BONILLA JOHANA"
"1133","417","1","","HERNÁNDEZ ROJAS JOSE JOAQUÍN"
"1134","418","1","","BARRANTES CHACÓN ALEXANDER"
"1135","419","1","","PODER EJECUTIVO"
"1136","420","1","","IZQUIERDO SANDÍ OSCAR"
"1137","420","2","","LARIOS TREJOS ALEJANDRA"
"1138","420","3","","MOREIRA BROWN KATHERINE ANDREA"
"1139","420","4","","PADILLA BONILLA MARÍA MARTA"
"1140","420","5","","ROBLES BARRANTES ANDRÉS ARIEL"
"1141","420","6","","BROWN YOUNG ROSALÍA"
"1142","420","7","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1143","421","1","","ROJAS SALAS MARÍA DANIELA"
"1144","421","2","","ALVARADO BOGANTES HORACIO"
"1145","421","3","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1146","421","4","","VARGAS RODRÍGUEZ LUIS DIEGO"
"1147","421","5","","MORERA  ARRIETA OLGA LIDIA"
"1148","421","6","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1149","421","7","","BROWN YOUNG ROSALÍA"
"1150","421","8","","CARBALLO ARCE MARÍA MARTA"
"1151","421","10","","SALAS DURÁN YONDER ANDREY"
"1152","421","11","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1153","423","1","","VARGAS QUIRÓS DANIEL GERARDO"
"1154","424","1","","GARCIA MOLINA CARLOS FELIPE"
"1155","425","1","","PODER EJECUTIVO"
"1156","426","1","","SIBAJA JIMÉNEZ JOSE PABLO"
"1157","427","1","","CARBALLO ARCE MARÍA MARTA"
"1158","428","1","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1159","428","2","","ROBLES BARRANTES ANDRÉS ARIEL"
"1160","428","3","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1161","428","4","","ACUÑA SOTO JOHNATAN JESÚS"
"1162","428","5","","VINDAS SALAZAR PRISCILLA"
"1163","429","1","","ACUÑA CASTRO ADA GABRIELA"
"1164","430","1","","ACUÑA CASTRO ADA GABRIELA"
"1165","431","1","","CAMPOS CRUZ GILBERTO ARNOLDO"
"1166","431","2","","FEINZAIG MINTZ ELIÉCER"
"1167","432","1","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1168","432","2","","VINDAS SALAZAR PRISCILLA"
"1169","432","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"1170","432","4","","ACUÑA SOTO JOHNATAN JESÚS"
"1171","432","5","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1172","432","6","","OBANDO BONILLA JOHANA"
"1173","432","7","","CAMBRONERO AGUILUZ KATTIA"
"1174","432","8","","HERNÁNDEZ ROJAS JOSE JOAQUÍN"
"1175","432","9","","ALFARO MOLINA ROCIO"
"1176","433","1","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1177","434","1","","GARCIA MOLINA CARLOS FELIPE"
"1178","434","2","","ROJAS MÉNDEZ SONIA"
"1179","434","3","","SEGURA GAMBOA DAVID LORENZO"
"1180","435","1","","SALAS DURÁN YONDER ANDREY"
"1181","436","1","","ROJAS LÓPEZ JORGE ANTONIO"
"1182","437","1","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"1183","437","2","","AJOY PALMA MELINA"
"1184","437","3","","LARIOS TREJOS ALEJANDRA"
"1185","438","1","","ALPÍZAR LOAIZA LUZ MARY"
"1186","438","2","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1187","438","3","","NAVAS MONTERO GLORIA ZAIDE"
"1188","438","4","","OBANDO BONILLA JOHANA"
"1189","438","5","","PADILLA BONILLA MARÍA MARTA"
"1190","439","1","","SALAS DURÁN YONDER ANDREY"
"1191","440","1","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1192","441","1","","GARCIA MOLINA CARLOS FELIPE"
"1193","442","1","","ROBLES BARRANTES ANDRÉS ARIEL"
"1194","442","2","","ACUÑA SOTO JOHNATAN JESÚS"
"1195","442","3","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1196","442","4","","ALFARO MOLINA ROCIO"
"1197","442","5","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"1198","442","6","","RIVERA SOTO KATTIA"
"1199","442","7","","MOREIRA BROWN KATHERINE ANDREA"
"1200","442","8","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1201","442","9","","ALPÍZAR LOAIZA LUZ MARY"
"1202","443","1","","SALAS DURÁN YONDER ANDREY"
"1203","444","1","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1204","444","2","","MORERA  ARRIETA OLGA LIDIA"
"1205","444","3","","SEGURA GAMBOA DAVID LORENZO"
"1206","444","4","","SIBAJA JIMÉNEZ JOSE PABLO"
"1207","444","5","","BROWN YOUNG ROSALÍA"
"1208","444","6","","SALAS DURÁN YONDER ANDREY"
"1209","445","1","","VARGAS QUIRÓS DANIEL GERARDO"
"1210","445","2","","VARGAS RODRÍGUEZ LUIS DIEGO"
"1211","445","3","","ALVARADO BOGANTES HORACIO"
"1212","445","4","","SEGURA GAMBOA DAVID LORENZO"
"1213","445","5","","AJOY PALMA MELINA"
"1214","445","6","","BARRANTES CHACÓN ALEXANDER"
"1215","445","7","","ROBLES OBANDO CARLOS ANDRÉS"
"1216","447","1","","JIMÉNEZ SILES GILBERTH"
"1217","448","1","","RUÍZ GUEVARA MONSERRAT"
"1218","449","1","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1219","450","1","","CASTRO MORA VANESSA DE PAUL"
"1220","451","1","","PADILLA BONILLA MARÍA MARTA"
"1221","451","2","","ALVARADO BOGANTES HORACIO"
"1222","451","3","","ROJAS SALAS MARÍA DANIELA"
"1223","451","4","","ROJAS GUZMÁN PEDRO"
"1224","451","5","","CARBALLO ARCE MARÍA MARTA"
"1225","452","1","","ROJAS SALAS MARÍA DANIELA"
"1226","452","2","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1227","452","3","","ROBLES OBANDO CARLOS ANDRÉS"
"1228","452","4","","CARBALLO ARCE MARÍA MARTA"
"1229","452","5","","ALVARADO BOGANTES HORACIO"
"1230","453","1","","ROJAS SALAS MARÍA DANIELA"
"1231","453","2","","ROBLES OBANDO CARLOS ANDRÉS"
"1232","453","3","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1233","453","4","","ALVARADO BOGANTES HORACIO"
"1234","453","5","","CARBALLO ARCE MARÍA MARTA"
"1235","454","1","","ROJAS SALAS MARÍA DANIELA"
"1236","454","2","","ROBLES OBANDO CARLOS ANDRÉS"
"1237","454","3","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1238","454","4","","ALVARADO BOGANTES HORACIO"
"1239","454","5","","CARBALLO ARCE MARÍA MARTA"
"1240","455","1","","LARIOS TREJOS ALEJANDRA"
"1241","456","1","","ROJAS SALAS MARÍA DANIELA"
"1242","457","1","","ACUÑA SOTO JOHNATAN JESÚS"
"1243","457","2","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1244","457","3","","VINDAS SALAZAR PRISCILLA"
"1245","457","4","","ALFARO MOLINA ROCIO"
"1246","458","1","","GARCIA MOLINA CARLOS FELIPE"
"1247","459","1","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1248","459","2","","SEGURA GAMBOA DAVID LORENZO"
"1249","459","3","","BROWN YOUNG ROSALÍA"
"1250","459","4","","MORERA  ARRIETA OLGA LIDIA"
"1251","459","5","","SIBAJA JIMÉNEZ JOSE PABLO"
"1252","459","6","","SALAS DURÁN YONDER ANDREY"
"1253","460","1","","RIVERA SOTO KATTIA"
"1254","460","2","","OBANDO BONILLA JOHANA"
"1255","460","3","","NICOLÁS ALVARADO JOSE FRANCISCO"
"1256","460","4","","IZQUIERDO SANDÍ OSCAR"
"1257","460","5","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1258","460","6","","ACUÑA SOTO JOHNATAN JESÚS"
"1259","460","7","","MÉNDEZ GAMBOA ROSAURA"
"1260","460","8","","ÁLVAREZ MARÍN ANDREA"
"1261","460","9","","CAMBRONERO AGUILUZ KATTIA"
"1262","460","10","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"1263","460","11","","VARGAS SERRANO DANNY"
"1264","460","12","","ROJAS GUZMÁN PEDRO"
"1265","460","13","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1266","460","14","","BARQUERO BARQUERO DINORAH CRISTINA"
"1267","461","1","","MÉNDEZ GAMBOA ROSAURA"
"1268","462","1","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1269","463","1","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1270","463","2","","PADILLA BONILLA MARÍA MARTA"
"1271","463","3","","OBANDO BONILLA JOHANA"
"1272","463","4","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1273","463","5","","ALFARO MOLINA ROCIO"
"1274","463","6","","VINDAS SALAZAR PRISCILLA"
"1275","463","7","","ACUÑA SOTO JOHNATAN JESÚS"
"1276","463","8","","IZQUIERDO SANDÍ OSCAR"
"1277","463","9","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1278","463","10","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1279","463","11","","NÁJERA ABARCA PAOLA"
"1280","463","12","","ROBLES BARRANTES ANDRÉS ARIEL"
"1281","464","1","","ACUÑA CASTRO ADA GABRIELA"
"1282","465","1","","PODER EJECUTIVO"
"1283","466","1","","IZQUIERDO SANDÍ OSCAR"
"1284","467","1","","NICOLÁS ALVARADO JOSE FRANCISCO"
"1285","468","1","","NICOLÁS ALVARADO JOSE FRANCISCO"
"1286","469","1","","CARBALLO ARCE MARÍA MARTA"
"1287","470","1","","CARBALLO ARCE MARÍA MARTA"
"1288","471","1","","MORERA  ARRIETA OLGA LIDIA"
"1289","471","2","","SIBAJA JIMÉNEZ JOSE PABLO"
"1290","471","3","","BROWN YOUNG ROSALÍA"
"1291","471","4","","SEGURA GAMBOA DAVID LORENZO"
"1292","471","5","","SALAS DURÁN YONDER ANDREY"
"1293","471","6","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1294","472","1","","CAMPOS CRUZ GILBERTO ARNOLDO"
"1295","472","2","","FEINZAIG MINTZ ELIÉCER"
"1296","472","3","","ALVARADO BOGANTES HORACIO"
"1297","472","4","","ROJAS SALAS MARÍA DANIELA"
"1298","472","5","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1299","472","6","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1300","472","7","","BROWN YOUNG ROSALÍA"
"1301","472","8","","SEGURA GAMBOA DAVID LORENZO"
"1302","472","9","","SIBAJA JIMÉNEZ JOSE PABLO"
"1303","472","10","","MORERA  ARRIETA OLGA LIDIA"
"1304","472","11","","CARBALLO ARCE MARÍA MARTA"
"1305","473","1","","PODER EJECUTIVO"
"1306","474","1","","GARCIA MOLINA CARLOS FELIPE"
"1307","475","1","","FEINZAIG MINTZ ELIÉCER"
"1308","475","2","","CAMPOS CRUZ GILBERTO ARNOLDO"
"1309","476","1","","MÉNDEZ GAMBOA ROSAURA"
"1310","477","1","","ROBLES BARRANTES ANDRÉS ARIEL"
"1311","477","2","","VINDAS SALAZAR PRISCILLA"
"1312","477","3","","ALFARO MOLINA ROCIO"
"1313","477","4","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1314","477","5","","OBANDO BONILLA JOHANA"
"1315","477","6","","CAMBRONERO AGUILUZ KATTIA"
"1316","478","1","","GARCIA MOLINA CARLOS FELIPE"
"1317","479","1","","MORERA  ARRIETA OLGA LIDIA"
"1318","480","1","","JIMÉNEZ SILES GILBERTH"
"1319","480","2","","AJOY PALMA MELINA"
"1320","480","3","","ACUÑA CASTRO ADA GABRIELA"
"1321","480","4","","ALPÍZAR LOAIZA LUZ MARY"
"1322","480","5","","ROJAS SALAS MARÍA DANIELA"
"1323","480","6","","ALVARADO BOGANTES HORACIO"
"1324","480","7","","SIBAJA JIMÉNEZ JOSE PABLO"
"1325","480","8","","GARCIA MOLINA CARLOS FELIPE"
"1326","480","9","","BOJORGES LEÓN LESLYE RUBÉN"
"1327","480","10","","CAMBRONERO AGUILUZ KATTIA"
"1328","480","11","","PADILLA BONILLA MARÍA MARTA"
"1329","480","12","","OBANDO BONILLA JOHANA"
"1330","480","13","","DELGADO RAMÍREZ CAROLINA"
"1331","480","14","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1332","480","15","","SALAS DURÁN YONDER ANDREY"
"1333","480","16","","MORERA  ARRIETA OLGA LIDIA"
"1334","480","17","","BROWN YOUNG ROSALÍA"
"1335","480","18","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1336","480","19","","ROBLES OBANDO CARLOS ANDRÉS"
"1337","480","20","","VARGAS RODRÍGUEZ LUIS DIEGO"
"1338","480","21","","CAMPOS CRUZ GILBERTO ARNOLDO"
"1339","480","22","","FEINZAIG MINTZ ELIÉCER"
"1340","480","23","","SEGURA GAMBOA DAVID LORENZO"
"1341","480","24","","CARBALLO ARCE MARÍA MARTA"
"1342","480","25","","MOREIRA BROWN KATHERINE ANDREA"
"1343","480","26","","BARRANTES CHACÓN ALEXANDER"
"1344","480","27","","AGÜERO SANABRIA WALDO"
"1345","480","28","","CISNEROS GALLO PILAR"
"1346","480","29","","ACUÑA CASTRO ADA GABRIELA"
"1347","480","30","","ROJAS LÓPEZ JORGE ANTONIO"
"1348","480","31","","VARGAS QUIRÓS DANIEL GERARDO"
"1349","480","32","","NÁJERA ABARCA PAOLA"
"1350","481","1","","LARIOS TREJOS ALEJANDRA"
"1351","482","1","","MÉNDEZ GAMBOA ROSAURA"
"1352","483","1","","MÉNDEZ GAMBOA ROSAURA"
"1353","484","1","","MORERA  ARRIETA OLGA LIDIA"
"1354","484","2","","BROWN YOUNG ROSALÍA"
"1355","484","3","","SIBAJA JIMÉNEZ JOSE PABLO"
"1356","484","4","","SALAS DURÁN YONDER ANDREY"
"1357","484","5","","ACUÑA CASTRO ADA GABRIELA"
"1358","484","6","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1359","484","7","","AJOY PALMA MELINA"
"1360","484","8","","ALVARADO BOGANTES HORACIO"
"1361","484","9","","MÉNDEZ GAMBOA ROSAURA"
"1362","484","10","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1363","484","11","","DELGADO RAMÍREZ CAROLINA"
"1364","484","12","","VINDAS SALAZAR PRISCILLA"
"1365","484","13","","ROJAS SALAS MARÍA DANIELA"
"1366","485","1","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1367","486","1","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1368","487","1","","ALFARO MOLINA ROCIO"
"1369","487","2","","ROBLES BARRANTES ANDRÉS ARIEL"
"1370","487","3","","VINDAS SALAZAR PRISCILLA"
"1371","487","4","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1372","487","5","","ACUÑA SOTO JOHNATAN JESÚS"
"1373","488","1","","PODER EJECUTIVO"
"1374","489","1","","VINDAS SALAZAR PRISCILLA"
"1375","489","2","","ACUÑA SOTO JOHNATAN JESÚS"
"1376","489","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"1377","489","4","","ALFARO MOLINA ROCIO"
"1378","489","5","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1379","490","1","","MORERA  ARRIETA OLGA LIDIA"
"1380","490","2","","ALVARADO MUÑOZ GERARDO FABRICIO"
"1381","490","3","","BROWN YOUNG ROSALÍA"
"1382","490","4","","SIBAJA JIMÉNEZ JOSE PABLO"
"1383","490","5","","SEGURA GAMBOA DAVID LORENZO"
"1384","490","6","","SALAS DURÁN YONDER ANDREY"
"1385","490","7","","CASTRO MORA VANESSA DE PAUL"
"1386","490","8","","ALVARADO BOGANTES HORACIO"
"1387","490","9","","PACHECO CASTRO ALEJANDRO JOSÉ"
"1388","490","10","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1389","490","11","","GARCIA MOLINA CARLOS FELIPE"
"1390","490","12","","CARBALLO ARCE MARÍA MARTA"
"1391","490","13","","VARGAS SERRANO DANNY"
"1392","491","1","","GARCIA MOLINA CARLOS FELIPE"
"1393","492","1","","PADILLA BONILLA MARÍA MARTA"
"1394","492","2","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1395","493","1","","PADILLA BONILLA MARÍA MARTA"
"1396","493","2","","ALVARADO BOGANTES HORACIO"
"1397","493","3","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1398","493","4","","MORERA  ARRIETA OLGA LIDIA"
"1399","493","5","","AGÜERO SANABRIA WALDO"
"1748","587","9","","CAMBRONERO AGUILUZ KATTIA"
"1400","493","6","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1401","493","7","","VARGAS SERRANO DANNY"
"1402","493","8","","MOREIRA BROWN KATHERINE ANDREA"
"1403","493","9","","ALPÍZAR LOAIZA LUZ MARY"
"1404","493","10","","SALAS DURÁN YONDER ANDREY"
"1405","493","11","","ROBLES BARRANTES ANDRÉS ARIEL"
"1406","494","1","","IZQUIERDO SANDÍ OSCAR"
"1407","494","2","","MOREIRA BROWN KATHERINE ANDREA"
"1408","494","3","","PADILLA BONILLA MARÍA MARTA"
"1409","495","1","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"1410","495","2","","PADILLA BONILLA MARÍA MARTA"
"1411","495","3","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1412","495","4","","ALVARADO BOGANTES HORACIO"
"1413","495","5","","ROJAS GUZMÁN PEDRO"
"1414","495","6","","ACUÑA SOTO JOHNATAN JESÚS"
"1415","495","7","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1416","495","8","","ACUÑA CASTRO ADA GABRIELA"
"1417","495","9","","CASTRO MORA VANESSA DE PAUL"
"1418","495","10","","JIMÉNEZ SILES GILBERTH"
"1419","495","11","","ALPÍZAR LOAIZA LUZ MARY"
"1420","496","1","","CARBALLO ARCE MARÍA MARTA"
"1421","498","1","","GARCIA MOLINA CARLOS FELIPE"
"1422","499","1","","GARCIA MOLINA CARLOS FELIPE"
"1423","500","1","","RUÍZ GUEVARA MONSERRAT"
"1424","501","1","","MORERA  ARRIETA OLGA LIDIA"
"1425","501","2","","ALVARADO BOGANTES HORACIO"
"1426","501","3","","PADILLA BONILLA MARÍA MARTA"
"1427","501","4","","AGÜERO SANABRIA WALDO"
"1428","501","5","","ROBLES BARRANTES ANDRÉS ARIEL"
"1429","501","6","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"1430","501","7","","ROJAS GUZMÁN PEDRO"
"1431","501","8","","VARGAS SERRANO DANNY"
"1432","501","9","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1433","501","10","","SALAS DURÁN YONDER ANDREY"
"1434","501","11","","SIBAJA JIMÉNEZ JOSE PABLO"
"1435","502","1","","MORERA  ARRIETA OLGA LIDIA"
